Geologycal_age,Domain,Rock_type,Country,Age  (Ma),error (Ma),Longitude (X),Latitude (Y),SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O+,LOI,SUM (no water),Nb_xrf,Zr_xrf,Y_xrf,Sr_xrf,Rb_xrf,Pb_xrf,Ga_xrf,Zn_xrf,Cu_xrf,Ni_xrf,Co_xrf,Cr_xrf,V_xrf,Ba_xrf,Sc_xrf,La/Sm,La/Yb,Sr/Y,Sm/Yb,Dy/Yb
Quaternary,Arequipa,dacite,Chile,0.04,0.01,-69.26,-18.221,64.2,0.84,15.7,4.65,0.07,1.85,3.73,4.3,3.54,0.32,,,99.2,9,221,14,783,104,19,21,83,46,13,10,25,94,1220,7,7.7,43.6,55.9,5.7,2.4
Quaternary,Arequipa,dacite,Chile,0.05,0.01,-69.26,-18.221,64.3,0.74,15.7,4.15,0.06,1.69,3.48,4.2,3.65,0.27,,,98.24,11,203,11,762,106,20,19,75,20,13,9,22,84,1226,9,7.9,46.3,69.3,5.8,2.4
Quaternary,Arequipa,dacite,Chile,0.04,0.01,-69.26,-18.221,64.2,0.75,15.8,4.13,0.06,1.68,3.47,4.16,3.62,0.27,,,98.14,11,200,11,766,107,26,22,74,11,14,14,21,78,1248,9,7.9,46.3,69.6,5.8,2.4
Quaternary,Arequipa,dacite,Chile,0.04,0,-69.258,-18.222,67.3,0.52,15.1,2.99,0.05,1.05,2.46,3.99,4.04,0.18,,,97.69,10,182,8,628,146,21,22,59,7,7,7,13,58,1132,10,,,78.5,,
Quaternary,Arequipa,andesite,Chile,,,-69.157,-18.222,53.32,1.63,15.9,8.69,0.11,5.03,7.52,4.28,2.49,0.77,,0.49,99.73,16,233,23,1856,46,19,24.4,119,65,50,47,58,199,1876,,6.7,57.7,80.7,8.6,3
Quaternary,Arequipa,andesite,Chile,0.05,0.01,-69.258,-18.222,62.3,0.89,15.8,4.92,0.07,2.04,4.09,4.23,3.38,0.34,,,98.06,9,217,14,839,92,17,21,85,48,14,13,26,97,1214,8,7.4,43.3,59.9,5.9,2.4
Quaternary,Arequipa,dacite,Chile,0.04,0,-69.259,-18.222,63.6,0.84,15.7,4.67,0.07,1.84,3.78,4.19,3.54,0.32,,,98.54,11,226,12,790,98,17,21,84,25,14,7,24,94,1222,10,7.9,47.2,65.8,5.9,2.4
Quaternary,Arequipa,dacite,Chile,,,-69.203,-18.223,67.02,0.59,15.02,3.3,0.06,1.23,2.78,4.23,4.12,0.2,1.77,,98.55,15,204,11,652,125,24,,59,5,5,20,14,48,1037,,,,59.3,,
Quaternary,Arequipa,andesite,Chile,,,-69.161,-18.223,56.66,1.4,16.45,8.39,0.11,4.15,6.56,4.14,2.27,0.42,,-0.19,100.55,10,191,20,802,60,16,25,110,77,45,26,96,176,867,,4.9,25.3,40.1,5.2,2.4
Quaternary,Arequipa,andesite,Chile,,,-69.141,-18.223,59.85,1.13,16,6.16,0.08,2.89,5.14,4.12,3.29,0.42,,,99.08,10.1,252,13,1067,85,17,19,98,40,29,18,53,135,1370,10,7.1,49.7,82.1,7,2.9
Quaternary,Arequipa,andesite,Chile,0,0,-69.16,-18.224,56.79,1.39,16.43,8.24,0.11,4.13,6.43,4.08,2.25,0.41,,0.47,100.26,13,186,19,784,58,16,23.5,104,57,41,54,91,175,867,,,,41.3,,
Quaternary,Arequipa,andesite,Chile,,,-69.157,-18.224,56.73,1.39,16.37,2.89,0.11,4.04,6.4,4.09,2.23,0.41,,0.85,99.32,14,190,19,794,59,17,22.4,107,65.5,42.5,72,94,178,860,,4.7,24.5,41.8,5.3,2.8
Quaternary,Arequipa,andesite,Chile,,,-69.192,-18.224,58.36,1.33,16.17,7.34,0.1,3.82,6.21,4.3,2.82,0.47,0,,100.92,,,,,,,,,,,,,,,,6.4,41.9,,6.5,2.8
Quaternary,Arequipa,andesite,Chile,,,-69.192,-18.224,62.24,1.08,15.8,5.71,0.08,2.65,4.82,4.58,3.41,0.4,0,,100.77,,,,,,,,,,,,,,,,7.3,47.4,,6.5,2.7
Quaternary,Arequipa,andesite,Chile,,,-69.154,-18.226,56.54,1.39,16.39,2.8,0.13,4.15,6.39,4.07,2.24,0.42,,0.56,99.54,11,196,20,809,57,,22.8,110,70,53,27,95,175,857,,4.5,25.4,40.5,5.6,2.4
Quaternary,Arequipa,andesite,Chile,,,-69.179,-18.227,57.3,1.31,15.9,6.94,0.09,3.44,5.77,4.11,3,0.5,,,98.36,9,228,16,1119,68,16,20,105,27,36,22,70,153,1314,10,7,55.1,69.9,7.9,3.3
Quaternary,Arequipa,,Chile,,,-69.179,-18.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,39.6,,6.7,2.8
Quaternary,Arequipa,,Chile,,,-69.179,-18.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,40.7,,6.5,2.7
Quaternary,Arequipa,andesite,Chile,0.26,0.02,-69.142,-18.228,59.87,1.15,16.25,3.07,0.08,2.93,5.15,4.28,3.23,0.43,,0.64,99.23,8,218,14,1075,84,18,,106,47,44,23,44,135,1409,,7.2,49.8,76.8,6.9,2.8
Quaternary,Arequipa,andesite,Chile,,,-69.15,-18.229,59.25,1.17,16.44,3.25,0.08,3.02,5.29,4.24,3.2,0.44,,1.4,99.08,11,254,18,1117,82,0,22.8,98,40,24,39,44,134,1439,,7.3,50.2,62.1,6.9,2.8
Quaternary,Arequipa,andesite,Chile,0.13,0.02,-69.152,-18.229,59.5,1.15,16,6.11,0.08,2.9,5.13,4.11,3.18,0.43,,,98.58,9,246,13,1045,85,18,22,96,45,27,20,54,138,1380,13,,,80.4,,
Quaternary,Arequipa,andesite,Chile,0.11,0.02,-69.148,-18.229,58.96,1.16,16.02,6.2,0.08,2.95,5.24,4.26,3.24,0.42,,,98.53,13,258,16,1068,86,19,,91,50,22,31,50,124,1370,,7.1,49.8,66.8,7,2.8
Quaternary,Arequipa,andesite,Chile,,,-69.152,-18.23,59.66,1.16,16.14,6.36,0.09,2.96,5.23,4.2,3.25,0.43,,,99.47,10.4,256,13,1071,86,18,22,100,51,29,19,55,140,1393,11,7,49.3,82.4,7.1,2.9
Quaternary,Arequipa,andesite,Chile,,,-69.151,-18.231,60.07,1.14,16.09,3.09,0.08,2.94,5.15,4.56,3.18,0.41,,1.11,99.53,12,208,19,997,48,22,24.1,97,49,36,59,66,177,1218,,7.1,49.1,52.5,6.9,2.8
Quaternary,Arequipa,andesite,Chile,0.13,0.04,-69.177,-18.231,59,1.22,16,6.42,0.08,3.04,5.36,4.17,3.12,0.44,,,98.86,9,240,13,1090,79,18,22,100,49,32,17,54,141,1377,9,,,83.8,,
Quaternary,Arequipa,andesite,Chile,0.16,0.01,-69.177,-18.231,58,1.33,16.1,6.96,0.09,3.42,5.82,4.06,3.01,0.51,,,99.3,10,239,16,1133,68,16,22,106,27,35,20,72,154,1341,9,,,70.8,,
Quaternary,Arequipa,andesite,Chile,,,-69.31,-18.229,55.78,1.64,16.58,8.43,0.1,4.16,6.7,4.44,2.32,0.57,,,100.72,9,214,19,1085,31,,,113,42,48,45,103,187,1140,,5.1,39.9,57.1,7.8,3.6
Quaternary,Arequipa,andesite,Chile,0.29,0.05,-69.317,-18.243,58.76,1.33,16.25,6.64,0.08,3.19,5.5,4.36,3.01,0.51,,,99.63,8,258,18,1136,34,,,107,38,29,42,76,134,1411,,6.4,56.4,63.1,8.8,3.5
Quaternary,Arequipa,rhyolite,Chile,,,-69.229,-18.078,74.57,0.22,13.07,1.32,0.04,0.39,0.82,3.71,4.72,0.04,,0.62,98.9,17,114,21,124,167,,,23,11,3,21,0,8,390,,7.1,13.5,5.9,1.9,1.5
Quaternary,Arequipa,andesite,Chile,,,-69.231,-18.076,56.57,0.8,18.72,7.78,0.15,3.55,7.45,3.58,1.91,0.21,,0,100.72,11,131,19,584,79,,,79,52,9,39,7,161,759,,4.3,10.8,30.7,2.5,1.9
Quaternary,Arequipa,andesite,Chile,0.28,0.05,-69.214,-18.074,61.65,0.93,16.22,5.01,0.07,2.2,4.59,4.62,3.4,0.4,,1.21,99.09,13,261,16,1220,86,,,83,35,17,34,21,88,1464,,,,76.3,8.6,
Quaternary,Arequipa,andesite,Chile,,,-69.204,-18.055,57.47,1.35,16.71,6.9,0.09,3.2,6.08,4.52,3,0.57,,0,99.89,13,263,17,1343,60,,,106,46,18,33,24,139,1399,,,,79,8.8,
Quaternary,Arequipa,basalt,Bolivia,,,-68.6,-18.283,52.83,,,,,5.72,,,,,,,,,,,,,,,,,57,,149,,,,,,,,
Quaternary,Arequipa,andesite,Chile,,,-69.25,-18.417,61.55,0.9,16.91,5.71,0.09,2.15,4.96,4.11,2.8,0.36,,,99.54,11,196,17,759,76,,,85,11,2,32,11,88,1079,,6.2,27.6,44.6,4.4,2.4
Quaternary,Arequipa,andesite,Chile,,,-69.25,-18.417,62.44,1.01,16.21,5.61,0.08,2.44,4.5,4.24,3.31,0.36,,,100.2,13,228,15,777,93,,,80,24,15,35,33,104,1230,,7,44,51.8,6.3,3.1
Quaternary,Arequipa,andesite,Chile,,,-69.25,-18.417,57.37,1.42,16.85,7.66,0.09,3.57,5.93,4.11,2.57,0.49,,,100.06,12,216,18,1007,60,,,104,50,32,34,60,166,1292,,5.9,47.9,55.9,8.2,3.5
Quaternary,Arequipa,rhyolite,Chile,,,-69.25,-18.417,74.17,0.19,13.98,1.1,0.06,0.28,1.13,4.24,4.6,0.02,,,99.77,14,144,12,299,146,,,40,2,0,5,2,0,1228,,8.8,18.1,24.9,2.1,1.4
Pliocene,Arequipa,basaltic andesite,Chile,3.05,0.19,-69.196,-18.468,54.12,1.67,15.55,3.55,0.16,4.69,6.6,3.97,2.66,0.7,,1.03,98.54,21,284,21,1298,41,,23.4,128,49,71,26,126,165,1408,,5.9,46.2,61.8,7.9,2.8
Quaternary,Arequipa,dacite,Chile,0.64,0,-68.967,-18.75,66.32,0.74,14.97,4.17,0.06,1.64,3.09,3.76,4.5,0.22,,,99.47,14,317,18,577,153,,,61,39,12,20,20,70,1161,,,,32.1,,
Quaternary,Arequipa,andesite,Bolivia,,,-67.233,-19.017,58.31,,,,,4.1,,,,,,,,,,,,,,,,,63,,170,,,,,,,,
Quaternary,Arequipa,andesite,Chile,,,-68.856,-19.15,58.36,1.32,16.83,7.35,0.1,3.19,5.97,3.95,2.61,0.41,,,100.09,13,214,18,712,80,,,95,33,8,34,9,160,874,,4.7,22.6,39.6,4.8,2.6
Quaternary,Arequipa,andesite,Chile,,,-68.856,-19.15,60.55,1.07,17.12,6.42,0.1,2.35,5.26,4,2.93,0.4,,,100.2,13,221,15,714,94,,,97,10,0,35,6,111,965,,5.6,25.9,47.6,4.6,2.5
Quaternary,Arequipa,andesite,Chile,0.1,0.01,-68.856,-19.15,62.24,0.99,16.49,5.85,0.09,2.23,4.76,3.9,3.32,0.35,,,100.22,14,225,18,679,111,,,78,26,6,32,5,107,1074,,5.8,26.4,37.7,4.6,2.3
Quaternary,Arequipa,dacite,Chile,,,-68.856,-19.15,64.53,0.71,15.74,4.65,0.07,1.99,3.94,3.51,4.22,0.2,,,99.56,11,222,27,494,166,,,64,30,8,37,23,85,939,,6.1,20.7,18.3,3.4,2.1
Quaternary,Arequipa,andesite,Chile,,,-68.856,-19.15,60.75,1.06,16.85,6.48,0.1,2.37,5.35,4.41,2.91,0.41,,,100.69,13,219,18,731,92,,,88,32,1,36,5,126,1081,,5.9,26.9,40.6,4.6,2.5
Quaternary,Arequipa,andesite,Chile,,,-68.856,-19.15,60.05,1.09,17.06,6.61,0.1,2.39,5.48,3.94,2.82,0.42,,,99.96,13,220,18,738,90,,,88,11,1,31,7,115,1054,,5.4,26.2,41,4.9,2.5
Quaternary,Arequipa,andesite,Chile,,,-68.856,-19.15,60.75,0.91,17.42,5.88,0.1,2.08,5.13,4.12,2.91,0.43,,,99.73,13,219,18,779,96,,,130,87,1,29,1,86,1088,,5.9,24.8,43.3,4.2,2.3
Quaternary,Arequipa,andesite,Chile,,,-68.856,-19.15,60.85,0.9,17.97,5.87,0.1,1.99,5.25,4.33,2.88,0.41,,,100.55,14,226,19,766,82,,,80,14,0,27,1,80,1096,,,,40.3,,
Quaternary,Arequipa,andesite,Chile,,,-68.856,-19.15,60.95,1.13,16.36,6.39,0.09,2.78,5.33,4.08,3.09,0.37,,,100.57,14,212,17,812,102,,,82,26,10,28,28,126,933,,,,47.8,,
Quaternary,Arequipa,andesite,Bolivia,,,-67.033,-19.2,61.83,,,,,2.62,,,,,,,,,,,,,,,,,17,,54,,,,,,,,
Quaternary,Arequipa,andesite,Bolivia,,,-66.933,-19.233,58.58,,,,,5.12,,,,,,,,,,,,,,,,,40,,238,,,,,,,,
Quaternary,Arequipa,andesite,Bolivia,,,-66.933,-19.233,60.66,,,,,3.73,,,,,,,,,,,,,,,,,30,,122,,,,,,,,
Quaternary,Arequipa,andesite,Bolivia,,,-67.583,-19.283,60.58,,,,,2.89,,,,,,,,,,,,,,,,,33,,76,,,,,,,,
Quaternary,Arequipa,andesite,Bolivia,,,-67.55,-19.3,58.11,,,,,3.73,,,,,,,,,,,,,,,,,46,,113,,,,,,,,
Quaternary,Arequipa,dacite,Bolivia,,,-67.517,-19.383,63.94,,,,,1.57,,,,,,,,,,,,,,,,,9,,14,,,,,,,,
Quaternary,Arequipa,basalt,Bolivia,,,-67.383,-19.433,44.85,,,,,9.26,,,,,,,,,,,,,,,,,129,,433,,,,,,,,
Quaternary,Arequipa,basalt,Bolivia,,,-67.45,-19.467,51.98,,,,,7.99,,,,,,,,,,,,,,,,,115,,325,,,,,,,,
Quaternary,Arequipa,basalt,Bolivia,,,-67.467,-19.483,51.88,,,,,7.76,,,,,,,,,,,,,,,,,106,,311,,,,,,,,
Quaternary,Arequipa,andesite,Bolivia,,,-67.383,-19.483,56.67,,,,,3.8,,,,,,,,,,,,,,,,,40,,133,,,,,,,,
Quaternary,Arequipa,basalt,Bolivia,,,-67.317,-19.583,55.47,,,,,4.17,,,,,,,,,,,,,,,,,37,,105,,,,,,,,
Quaternary,Arequipa,dacite,Chile,,,-68.767,-19.983,67.05,0.54,15.88,2.95,0.05,0.98,2.95,4.67,3.3,0.2,,1.04,98.57,8,146,7,664,94,,,62,12,6,7,9,48,979,,6.7,50.2,94.9,7.5,3
Quaternary,transition,andesite,Chile,0.45,0.4,-68.565,-20.725,62.38,0.79,17.01,5.42,0.08,2.76,5.15,4.3,2.57,0.21,,0.2,100.67,7,126,14,664,76,,,70,42,17,17,34,112,792,,5.8,22.3,47.4,3.8,2.3
Quaternary,transition,andesite,Chile,,,-68.55,-20.733,62.4,0.8,16.4,5.55,0.09,2.86,4.96,4.23,2.63,0.21,,0.6,100.13,7.5,127,13.4,613,77,,,77,45,19,17,41,134,,9,5.8,21.7,45.7,3.7,2.3
Quaternary,transition,andesite,Chile,,,-68.565,-20.733,62.5,0.68,16.2,5.19,0.09,2.28,4.7,4.13,2.75,0.19,,0.39,98.71,8,131,16,576,85,14,18,58,20,11,,,,782,13,5.9,18.3,36,3.1,2.2
Quaternary,transition,andesite,Chile,,,-68.558,-20.733,62.6,0.75,15.9,5.27,0.08,2.54,4.55,4.05,2.79,0.21,,0.49,98.74,6,129,14,571,85,17,19,62,28,14,,,,794,12,6,22.2,40.8,3.7,2.3
Quaternary,transition,andesite,Chile,,,-68.55,-20.733,60.6,0.88,16.6,5.82,0.09,2.77,5.13,3.93,2.65,0.23,,,98.7,,,,,,,,,,,,,,,,5.5,21.3,,3.9,2.4
Quaternary,transition,andesite,Chile,,,-68.561,-20.733,62.1,0.74,16,5.12,0.08,2.52,4.68,4.09,2.73,0.2,,0.77,98.26,9,129,13,586,84,13,21,70,35,17,,17.5,,798,11,6.1,23.3,45.1,3.8,2.4
Quaternary,transition,andesite,Chile,,,-68.559,-20.733,62.4,0.8,15.8,5.4,0.08,2.6,4.48,4.02,2.74,0.18,,0.4,98.5,8,135,12,560,85,12,19,78,23,16,,,,786,12,5,23.9,46.7,4.7,2.6
Quaternary,transition,andesite,Chile,,,-68.558,-20.733,64.6,0.63,15.8,4.46,0.07,1.97,4.02,4.07,3.09,0.18,,0.51,98.89,7,118,13,543,99,16,18,66,13,19,,,,831,14,6.5,27.8,41.8,4.3,2.4
Quaternary,transition,andesite,Chile,,,-68.558,-20.733,62.9,0.59,15.6,4.28,0.07,1.81,3.97,3.68,3.07,0.17,,2.38,96.13,8,132,12,542,103,14,19,52,18,8,,,,800,10,,,45.2,,
Quaternary,transition,andesite,Chile,,,-68.55,-20.733,63.92,0.65,15.21,4.54,0.08,1.93,3.8,3.66,3.42,0.17,,2.22,97.38,9,134,15,487,120,,,66,17,11,10,18,89,795,,6.5,22.1,32.5,3.4,2.2
Quaternary,transition,andesite,Chile,,,-68.55,-20.733,59.74,0.83,17.71,6.52,0.1,2.47,5.65,3.66,2.32,0.34,,1.53,99.34,8,146,17,963,59,,,100,40,1,107,14,136,834,,,,56.6,,
Quaternary,transition,andesite,Chile,,,-68.55,-20.733,62.52,0.8,16.44,5.41,0.08,2.75,4.91,4.23,2.81,0.21,,1.75,100.16,9,128,14,607,84,,,69,32,15,33,29,114,792,,5.9,22.8,43.4,3.8,2.4
Quaternary,transition,dacite,Chile,0.32,0.25,-68.617,-20.767,64.58,0.62,16.28,3.94,0.07,2.05,3.98,4.6,3.14,0.18,,1.43,99.99,11,140,15,539,102,,19.2,66,50,13,11,20,91,787,,,,35.9,,
Quaternary,transition,basalt,Bolivia,,,-67.833,-20.85,54.06,,,,,5.59,,,,,,,,,,,,,,,,,49,,176,,,,,,,,
Quaternary,transition,andesite,Chile,,,-68.483,-20.917,60.92,0.84,17.63,5.85,0.08,2.59,5.07,4.05,2.97,0.22,,0.69,100.22,10,208,22,621,90,,,74,47,12,20,21,103,892,,,,28.2,,
Quaternary,transition,andesite,Chile,,,-68.483,-20.917,61.39,0.8,17.36,5.64,0.08,2.25,4.96,4.48,2.74,0.24,,0.76,99.94,10,176,15,692,93,,,79,31,7,27,14,89,863,,,,46.1,,
Quaternary,transition,andesite,Chile,,,-68.483,-20.917,63.46,0.66,16.69,4.66,0.07,1.98,4.15,4.39,3.17,0.2,,0.97,99.43,9,174,15,654,110,,,71,48,8,40,17,87,976,,,,43.6,,
Quaternary,transition,andesite,Chile,,,-68.483,-20.917,62.27,0.74,16.92,5.41,0.08,2.44,4.83,4.39,2.73,0.2,,0.8,100.01,9,162,17,585,100,,,69,42,10,10,17,89,801,,5.5,18.4,34.4,3.4,2.3
Quaternary,transition,andesite,Chile,,,-68.483,-20.917,59.1,1.04,16.99,7.06,0.09,3.73,5.97,4.11,2.47,0.27,,0.19,100.83,10,189,21,654,71,,,94,51,18,18,62,136,796,,4.8,18.7,31.1,3.9,2.7
Quaternary,transition,andesite,Chile,,,-68.483,-20.917,60.61,0.84,17.13,6.19,0.1,2.39,5.4,4.15,2.76,0.28,,0.51,99.85,10,187,20,667,95,,,71,31,7,12,11,90,825,,5,15.7,33.4,3.1,2.2
Quaternary,transition,andesite,Chile,,,-68.5,-20.933,58.85,0.78,17.61,3.6,0.08,2.73,5.11,3.41,2.3,0.25,,3.8,96.76,13,176,15,623,72,,21.2,94,34,11,14,8,127,666,,,,41.5,,
Quaternary,transition,andesite,Chile,,,-68.5,-20.933,57.66,1.26,17.35,3.12,0.09,3.47,6.01,4.54,2.4,0.37,,0.36,100,16,190,21,836,57,,22.5,99,68,19,18,41,148,969,,,,39.8,,
Quaternary,transition,basalt,Bolivia,,,-67.967,-21.067,53.59,,,,,8.37,,,,,,,,,,,,,,,,,82,,354,,,,,,,,
Quaternary,transition,trachyandesite,Chile,0.45,0.1,-68.193,-21.167,64.69,0.66,16.2,4.33,0.06,1.77,3.68,4,3.57,0.19,,0.92,99.15,13,200,17,460,116,,,84,9,7,14,25,65,958,,5.3,21.8,27.1,4.1,2.6
Quaternary,transition,andesite,Chile,,,-68.467,-21.2,62.73,0.59,17.62,3.9,0.07,1.53,4.9,4.53,2.52,0.19,,0.81,98.58,6,155,14,684,76,,,66,112,17,11,19,103,929,,5.3,13.6,48.9,2.6,1.9
Quaternary,transition,dacite,Chile,0.52,0.12,-68.467,-21.2,65.25,0.6,16.43,3.9,0.06,1.61,3.86,4.63,2.81,0.17,,0.98,99.32,7,139,9,588,76,,,80,46,8,42,20,76,977,,,,65.3,,
Quaternary,transition,andesite,Chile,,,-68.467,-21.2,60.01,0.95,16.54,2.41,0.08,2.78,5.17,4.03,2.96,0.29,,0.83,98.59,16,218,20,646,96,,21.8,99,34,12,13,29,125,940,,,,32.3,,
Quaternary,transition,andesite,Chile,,,-68.467,-21.2,60.02,0.95,16.62,2.49,0.08,2.84,5.35,4.07,2.92,0.29,,1,99.02,16,213,20,649,96,,21.6,95,28,14,14,32,125,935,,,,32.5,,
Quaternary,transition,andesite,Chile,,,-68.467,-21.2,65.86,0.56,16.22,1.18,0.06,1.81,3.78,4.33,3.42,0.16,,0.4,99.91,12,174,12,498,135,,21.4,69,47,12,11,32,79,918,,,,41.5,,
Quaternary,transition,andesite,Chile,,,-68.467,-21.2,60.56,0.95,16.8,2.35,0.09,3.19,5.62,4.18,2.6,0.26,,0.55,100.37,14,176,19,618,86,,20.9,87,37,18,17,44,126,783,,,,32.5,,
Quaternary,transition,andesite,Chile,,,-68.467,-21.2,57.66,1,17.39,2.79,0.11,3.79,6.5,4.13,2.13,0.25,,0.57,100.02,14,148,20,623,59,,20.3,91,24,19,16,50,160,701,,,,31.2,,
Quaternary,transition,andesite,Chile,,,-68.467,-21.2,62.13,0.5,17.15,1.49,0.09,1.21,3.1,3.82,2.92,0.19,,5.46,94.68,15,192,14,419,112,,19.2,74,66,8,8,2,51,846,,,,29.9,,
Quaternary,transition,dacite,Chile,0.78,0.12,-68.467,-21.2,64.58,0.62,16.1,3.9,0.07,1.87,3.83,4.37,2.94,0.18,,1.56,98.46,8,158,11,567,83,,,69,36,10,20,31,72,1030,,6.2,31.4,51.5,5.1,2.5
Quaternary,transition,trachyandesite,Chile,0.81,0.5,-68.269,-21.269,66.19,0.57,15.55,3.61,0.05,1.2,3.02,4.08,3.72,0.16,,1.48,98.15,13,210,13,420,122,,,85,10,6,7,9,51,1102,,5.6,48.7,32.3,8.7,3.5
Quaternary,transition,andesite,Chile,,,-68.3,-21.283,58.6,0.95,16.7,,0.11,3.5,6,3.7,2.5,0.25,,0.94,98.01,9,168,23,547,69,12,,,,8,,43,,,12.8,5.2,18.5,23.8,3.5,
Quaternary,transition,trachyandesite,Chile,,,-68.3,-21.283,60.9,0.89,16.9,,0.07,2.6,5.1,4,2.7,0.32,,0.97,98.68,9,197,21,530,77,15,,,,8,,25,,,9.5,5.3,18.7,25.2,3.5,
Quaternary,transition,trachyandesite,Chile,,,-68.3,-21.283,61.2,0.92,17.2,,0.06,2.1,5.1,4.3,2.9,0.26,,0.84,98.94,8,168,18,563,74,12,,,,4,,6,,,7.4,5.1,21.6,31.3,4.2,
Quaternary,transition,andesite,Chile,,,-68.3,-21.283,61.2,0.88,16.5,,0.09,2.6,5,3.8,3,0.24,,1.01,98.41,9,191,22,520,83,14,,,,7,,20,,,10.1,5.5,21.1,23.6,3.8,
Quaternary,transition,andesite,Chile,,,-68.3,-21.283,61.4,0.84,16.6,,0.07,2.6,5.1,3.8,2.9,0.24,,0.64,98.75,9,193,22,505,87,13,,,,5,,23,,,10.6,5.5,20.2,23,3.7,
Quaternary,transition,andesite,Chile,,,-68.3,-21.283,63,0.82,16.6,,0.07,2.4,4.9,3.9,3,0.23,,1.13,99.92,9,189,22,527,91,15,,,,5,,17,,,10.3,6.1,21.4,24,3.5,
Quaternary,transition,trachyandesite,Chile,,,-68.3,-21.283,63.5,0.73,15.9,,0.08,1.9,4,3.9,3.4,0.2,,0.87,97.81,11,218,21,448,104,17,,,,5,,13,,,7.5,5.7,24.8,21.3,4.3,
Quaternary,transition,trachyandesite,Chile,,,-68.3,-21.283,64.4,0.86,16.7,,0.1,1.4,4,4.1,3.2,0.24,,0.71,100.1,10,200,23,494,96,14,,,,4,,6,,,9.5,5.6,18.7,21.5,3.3,
Quaternary,transition,basalt,Chile,,,-68.3,-21.283,52.9,1.25,16.2,,0.14,6.8,8.4,3.3,1.5,0.23,,0.27,99.32,6,95,25,669,35,7,,,,83,,278,,,24.2,3.3,7.5,26.8,2.3,
Quaternary,transition,basaltic andesite,Chile,,,-68.3,-21.283,54.5,1.32,16.1,,0.12,6.6,8.5,3.4,1.4,0.23,,0.37,100.67,6,99,24,707,37,7,,,,72,,233,,,22.7,3.9,10.6,29.5,2.7,
Quaternary,transition,trachyandesite,Chile,,,-68.3,-21.283,60.1,0.91,16.8,,0.08,2.9,5.2,3.6,2.9,0.23,,1.4,98.12,8,188,20,485,89,14,,,,7,,30,,,11.5,5.4,18.3,24.3,3.4,
Quaternary,transition,trachyandesite,Chile,,,-68.3,-21.283,62.5,0.84,16.7,,0.08,2.4,4.8,4,3,0.23,,0.7,99.45,10,195,20,472,95,15,,,,7,,26,,,10,5.6,24.6,23.6,4.4,
Quaternary,transition,trachyandesite,Chile,,,-68.3,-21.283,63.5,0.77,16.2,,0.06,2.1,4.4,4.4,3.2,0.25,,0.7,99.48,10,203,17,488,94,14,,,,6,,14,,,7.1,5.5,33.5,28.7,6,
Quaternary,transition,trachyandesite,Chile,,,-68.3,-21.283,64.6,0.61,15.9,,0.06,1.7,3.6,4.1,3.5,0.18,,1.58,98.05,11,200,16,451,117,18,,,,4,,7,,,6.2,5.6,25.6,28.2,4.6,
Quaternary,transition,trachyandesite,Chile,,,-68.3,-21.283,65.6,0.57,15.5,,0.06,1.4,3.5,4.1,3.7,0.18,,1.35,98.11,10,194,16,441,126,19,,,,25,,10,,,5.3,5.6,29.3,27.6,5.3,
Quaternary,transition,trachyandesite,Chile,,,-68.3,-21.283,65.7,0.6,15.6,,0.05,1.5,3.4,4,3.7,0.17,,1.54,98.32,11,205,17,421,119,17,,,,4,,8,,,5.5,5.8,26.5,24.8,4.6,
Quaternary,transition,trachyandesite,Chile,,,-68.3,-21.283,67,0.55,15.4,,0.05,1.2,3.1,4.1,3.8,0.17,,1.2,98.67,11,213,15,422,118,17,,,,3,,6,,,4.3,6.2,49.6,28.1,8.1,
Quaternary,transition,andesite,Chile,0.91,0.17,-68.188,-21.288,62.08,0.82,16.53,5.48,0.08,2.66,4.87,3.73,2.98,0.21,,0.86,99.44,11,175,19,443,107,,,82,13,8,28,44,102,827,,,,23.3,,
Quaternary,transition,andesite,Chile,,,-68.312,-21.289,58.08,1.22,16.21,6.97,0.1,4.28,6.19,3.85,2.67,0.33,,0.14,99.9,16.4,217,18,693,77.1,,22.6,139,84.3,46.7,19.7,132,169,912,,6.1,26.3,38.5,4.3,2.4
Quaternary,Antofalla,basaltic andesite,Chile,,,-68.333,-21.3,54.22,0.95,16.02,8.46,0.13,7.66,7.88,3.14,1.19,0.2,,0.1,99.85,11,115,21,501,32,,,,,81,,120,190,369,,3.9,9.3,23.9,2.4,
Quaternary,transition,andesite,Chile,,,-68.29,-21.3,54.22,0.95,16.02,8.46,0.13,7.66,7.88,3.14,1.19,0.2,,0.1,99.85,11,115,21,501,32,,,,,81,,120,,367,,3.9,9.2,23.9,2.4,
Quaternary,transition,andesite,Chile,,,-68.183,-21.303,56.38,1.07,17.39,8.05,0.1,3.9,6.77,3.71,2.15,0.28,,0.54,99.8,7,159,21,603,55,,,95,20,14,28,72,160,710,,4.3,18.6,28.7,4.3,2.8
Quaternary,transition,basaltic andesite,Chile,,,-68.183,-21.303,53.09,1.42,17.27,9.26,0.11,5.19,8.71,3.52,1.46,0.27,,1.43,100.3,10,168,20,641,45,,,123,13,15,26,69,155,809,,,,32.1,,
