SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O_105G_C,LOI,PC,Li,Sc,V,Co,Cr,Ni,Cu,Mo,Zn,W,Rb,Sr,Y,Nb,Zr,Cs,Cd,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Lu,Yb,Hf,Ta,Pb,Th,U,Au,In,Sn,Ag,Ge,As,Bi,Tl,Be,Ga,S,Sb,B,87_86Sr,Sr_error,143_144Nd,Nd_error,206_204Pb,206Pb_error,207_204Pb,207Pb_error,208_204Pb,208Pb_error,18O,edad_geol
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8747,,15.6942,,38.7636,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.885,,15.6726,,38.7069,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8928,,15.6726,,38.7227,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9126,,15.689,,38.7835,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9211,,15.6951,,38.8118,,,AlbianoSuperior
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9325,,15.7025,,38.8548,,,AlbianoSuperior
71.7,0.3,13.7,2.61,,0.1,0.5,1,3.6,4.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
74.2,0.2,12.9,1.96,,0,0.1,0.2,3.8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
65.8,0.5,15,5.21,,0.2,0.5,1.7,3.5,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
64.6,0.4,15.9,5.23,,0.1,0.3,1,4.2,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
73,0.1,13.8,0.72,0.1,,0.2,0.8,4.1,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
52.9,2,14.2,3.2,6.8,0.1,5.5,7.4,3.3,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
59.4,0.7,18.1,5.31,,0.1,2.8,5.2,3.8,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
62.5,0.6,17.2,4.97,,0.1,2.2,5.2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
50.7,0.9,20.4,6.2,,0.2,0.7,5.8,5.1,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
74.1,0.2,13.7,1.84,,0.1,0.3,1.3,3.8,4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
69.3,0.5,14.8,3.61,,0.1,0.7,1.5,3.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
68.4,0.4,15.8,3.15,,0.1,0.9,2.4,3.8,3.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
73.5,0.2,14,2.08,,0.1,0.7,2.3,4.1,2.9,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
73.6,0.2,14.5,1.71,,0.1,0.6,1.8,3.6,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
65.5,0.8,16,4.07,,0.1,1.3,1.7,3.5,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
51.7,2.6,17.2,9.83,,0.2,3.7,5.6,4.8,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
50.5,2.5,17.6,9.3,,0.2,3.4,6.2,5.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
55.7,0.7,19.2,5.43,,0.2,0.9,1.8,8.7,4.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
55.1,0.8,20.8,3.92,,0.1,0.9,2.5,9,4.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
53,0.6,21,4.05,,0.1,0.7,1.7,9.7,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
71.8,0.3,14.3,2.35,,,0.5,1.6,3.5,4.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
74,0.2,13.5,2.15,,,0.1,0.9,3.7,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
70.4,0.6,15,3,,0.1,1,2.2,3.5,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
69.7,0.5,14.8,3.48,,0,0.7,1.4,2.9,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
45.1,1.8,16.2,14.66,,0.1,8.1,1.8,5.4,1.3,0.3,5,,,,,,46.1,,,,,,,28.9,182.8,21.4,13.3,114.1,,,290.9,13.3,30.4,4,17.6,4.7,1.6,5,0.7,4.2,0.8,2.1,0.3,0.3,1.7,2.9,0.9,,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
47.1,2,17,11.05,,0.2,5.8,8.2,3.5,2,0.5,2.3,,,,,,41.8,,,,,,,29.4,692.4,21.8,21.6,174.9,,,1182.4,27.9,60.4,7.3,29.2,6.1,2,5.7,0.8,4.3,0.9,2.2,0.3,0.3,1.9,4.1,1.3,,3.4,0.9,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
45.3,1.8,14.8,10.86,,0.1,5.8,8.3,3.7,1.1,0.4,7.7,,,,,,49.6,,,,,,,24.9,286.7,20.7,18.9,149.9,,,154.3,17.8,40.1,4.9,19.9,4.4,1.6,4.6,0.7,4.2,0.8,2.2,0.3,0.3,1.8,3.5,1.2,,1.9,0.6,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
47.6,2,16.8,11.49,,0.2,5.6,7.2,3.8,1.9,0.5,2.6,,,,,,39.5,,,,,,,29.8,675.2,22,21.8,176.6,,,1218.2,27.3,58.8,7.1,28.1,5.8,1.8,5.5,0.8,4.3,0.9,2.2,0.3,0.3,1.9,4.2,1.4,,3.5,1.1,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
46.4,1.5,15,11.33,,0.1,5.3,4.5,5.5,1.5,0.3,8.4,,,,,,31.8,,,,,,,27.9,140.1,15.6,19,116,,,149.9,16.7,35,4.4,18.9,4.9,1.7,4.6,0.7,3.4,0.6,1.5,0.2,0.2,1.2,2.9,1.2,,2.1,1.3,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
50.5,2.4,18,9.45,,0.1,3.5,2.5,5.9,2.7,0.6,4,,,,,,18,,,,,,,71,684.5,35.6,59,353.4,,,1567.9,37.6,82.5,9.9,40.4,10.2,3.1,9.5,1.3,6.8,1.3,3.4,0.5,0.5,3,8,3.5,,9,3.2,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
57.1,1,16.3,7.31,,0,3.7,2.9,5.1,1.9,0.2,4.3,,,,,,21,,,,,,,60.2,108.1,21.2,9.5,163.4,,,206.2,21.6,46.1,5.7,22.7,5.3,1.2,4.9,0.7,4.1,0.8,2.3,0.3,0.3,2.2,4.3,0.7,,5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
55.7,1.1,17.2,7.44,,0,3.3,4.7,4.5,1.7,0.3,3.7,,,,,,27,,,,,,,54.2,212.7,24.7,10.7,166.8,,,472.9,20.3,55.3,5.3,20.3,4.3,1.2,4.2,0.7,4.2,0.9,2.6,0.4,0.4,2.4,4.4,0.7,,5.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
57.6,0.8,15,6.67,,0.1,2.6,5,4.7,1.9,0.2,5.5,,,,,,22.2,,,,,,,75.2,121.7,19.7,12.7,146.2,,,193.8,26.5,53.2,6.1,22.4,4.5,1.1,4.2,0.7,3.7,0.8,2,0.3,0.3,1.9,3.7,0.8,,4.8,1.1,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
59.5,1,16.7,6.04,,0,2.4,3.6,3.5,3,0.2,3.7,,,,,,11.8,,,,,,,108.1,178.4,19.5,9.9,169.7,,,478.6,18.3,39.3,4.8,19,4.4,1.2,4.2,0.6,3.6,0.8,2.1,0.3,0.3,2,4.5,0.7,,5.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
45.8,2.5,16.4,14.04,,0.1,2.4,5.4,4.8,1.5,0.6,6.6,,,,,,18.8,,,,,,,64.5,359.5,26.2,41.6,237.5,,,245.2,34.4,74.3,8.9,34.3,6.6,2.1,5.8,0.9,4.8,1,2.5,0.4,0.3,2.1,5.4,2.4,,5.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
64.9,1,16.1,4.33,,,1.2,1.1,5.7,3.1,0.2,2.2,,,,,,7.2,,,,,,,93.1,69.8,24.3,11,187.1,,,289.9,20.1,43.5,5.2,19.6,4,0.8,4,0.7,4.3,0.9,2.4,0.3,0.3,1.9,4.9,0.8,,6.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.774,,15.661,,38.866,,,Permo-Triasico
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.775,,15.66,,38.851,,,Permo-Triasico
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.572,,15.662,,38.63,,,Permo-Triasico
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.556,,15.634,,38.529,,,Permo-Triasico
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.977,,15.679,,38.915,,,Permo-Triasico
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.211,,15.696,,39.171,,,Permo-Triasico
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.211,,15.69,,39.15,,,Permo-Triasico
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.246,,15.716,,39.502,,,Permo-Triasico
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.26,,15.741,,39.348,,,Permo-Triasico
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.228,,15.687,,39.346,,,Permo-Triasico
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.721,,15.649,,38.398,,,Permo-Triasico
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.743,,15.697,,38.916,,,Permo-Triasico
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.783,,15.662,,38.864,,,Permo-Triasico
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.764,,15.652,,38.825,,,Permo-Triasico
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.759,,15.634,,38.786,,,Permo-Triasico
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.338,,15.695,,38.977,,,Permo-Triasico
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.237,,15.679,,38.662,,,Permo-Triasico
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.196,,15.626,,38.585,,,Permo-Triasico
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9,,15.7,,38.8,,,Permo-Triasico
72.2,0.4,12.7,2.56,,0.1,0.9,1.3,3,3.4,0.1,,3.3,,35,10.7,15,2.3,80,8,25,,44,1,84.2,102.4,30.66,21.3,123.1,3.77,,151.4,49.78,106.47,12.93,50.3,9.42,1.92,7.6,1.03,5.69,1.12,3.22,0.46,0.51,3.37,7.96,1.54,19,12.3,1.5,,,,,,,,,,20.77,,,,,,,,,,,,,,,Permo-Triasico
79.8,0.3,11,1.27,,0.1,0.4,0.2,0.3,4.9,0.1,,1.8,,160,10.9,,1.8,80,5,26,3,56,,117.86,40.9,24.83,19.6,119.8,6.96,,412.5,48.08,104.54,12.23,47.66,8.85,2.06,7.25,0.98,5.41,0.96,2.77,0.4,0.41,2.69,6.29,1.35,18,10.5,2,,,,,,,,,,17.97,,,,,,,,,,,,,,,Permo-Triasico
72.7,0.3,13.4,2.09,,0,0.4,0.1,0.2,8.4,0.1,,1.8,,42,13.1,,0.8,57,,9,2,39,2,201.54,57.9,39.89,25.5,190.6,3.24,,1875.5,61.21,122.36,14.08,51.1,9.3,1.73,7.7,1.14,7.17,1.42,4.51,0.61,0.59,4.13,8.58,1.78,13,16,2.6,,,,,,,,,,22.22,,,,,,,,,,,,,,,Permo-Triasico
72.4,0.4,12.6,2.51,,0.1,0.3,0.1,0.1,8.3,0.1,,2.3,,37,14.3,8,1.3,41,10,11,,23,2,192.89,123.6,33.56,18.8,115.4,4.81,,482.6,47.93,97.94,11.24,42.07,7.47,1.61,6.96,1,5.8,1.17,3.61,0.5,0.52,3.29,8.14,1.51,11,12.6,2.3,,,,,,,,,,21.62,,,,,,,,,,,,,,,Permo-Triasico
72.4,0.2,13.1,2.59,,0.1,0.2,1.9,2.9,3.3,0,,2.6,,143,17.8,5,1.6,57,,17,2,102,1,114.36,89.5,46.83,16.8,123.1,3.38,,517.9,41.31,85.35,10.21,39.23,7.62,1.53,8.22,1.34,8.18,1.67,5.01,0.7,0.65,4.42,6.59,1.18,35,13,2.5,,,,,,,,,,18.89,,,,,,,,,,,,,,,Permo-Triasico
72.7,0.2,12,2.82,,0,0.4,1.2,4.2,3.3,0.1,,2.9,,58,15.3,7,1.9,85,,13,,50,,136.61,61.8,42.14,14.1,143.3,4.23,0.3,546.7,41.4,82.54,9.68,36.74,7.49,1.31,7.62,1.18,7.37,1.45,4.58,0.7,0.69,4.4,6.26,1.23,11,14.4,2.2,,,,,,,,,,21.59,,,,,,,,,,,,,,,Permo-Triasico
64.1,0.6,14.5,5.34,,0.2,1.9,3.4,4.2,2.4,0.1,,,,53,21.2,65,12.1,139,12,22,2,126,1,81.6,329.7,30.5,10,69.7,1.5,,957.5,15.4,33.7,4.6,21.5,4.2,1.1,4.2,0.8,4.4,1.1,2.9,0.4,0.3,2.4,4,2.2,14,6.1,1.8,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
60.5,0.5,13.2,11.88,,0.1,1.4,2.5,4.3,2.7,0.1,,,,63,16.5,69,7.6,197,9,50,4,101,2,122.7,240.7,22.6,11,54.8,4.7,,811.5,25.5,49.2,5.8,26.5,4.2,0.9,3.8,0.6,3.5,0.8,1.9,0.3,0.3,2,2,,34,9.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
65.1,0.5,14.9,3.68,,0.1,2.1,1.1,4.4,4.5,0.2,,1.7,,62,12.9,35,4.8,108,6,17,,80,2,152.51,64.3,20.41,14.6,39.3,5.15,,767.4,41.84,85.06,9.22,33.79,5.77,1.17,4.65,0.65,3.57,0.68,1.99,0.31,0.31,2.07,7.21,1.15,11,12.5,1.7,,,,,,,,,,21.78,,,,,,,,,,,,,,,Permo-Triasico
66.4,0.6,14.9,4.21,,0.1,2.7,1.7,4.1,2.6,0.2,,1.9,,60,15.5,84,10.1,80,12,21,2,113,11,58.23,248.5,15.74,8.2,55.5,5.1,0.3,880.7,24.07,46.71,5.36,20.09,3.83,0.94,3.25,0.48,2.71,0.53,1.62,0.22,0.25,1.63,3.53,0.72,43,9.8,1.5,,,,,,,,,,20.47,,,,,,,,,,,,,,,Permo-Triasico
76.2,0.1,12.2,1.57,,0,0.2,0.4,3.5,4.4,0,,0.6,,,9.6,5,0.8,144,,23,,52,1,174.51,39.8,27.24,9.2,46,3.86,0.4,882.7,26.02,56.34,5.53,21.19,4.01,0.58,4.05,0.7,4.24,0.88,2.87,0.42,0.43,2.81,4.19,0.93,39,13.6,2.3,,,,,,,,,,18.2,,,,,,,,,,,,,,,Permo-Triasico
68,0.3,16.4,3.35,,0.1,1.2,2.9,3.5,3,0.1,,1.1,,8.5,9.8,52.5,6.7,125.1,8.4,12.7,1.3,178,0.5,126.4,185.1,7.9,3.7,112,2.7,0.2,921.8,15.5,26.2,2.3,9.2,1.7,0.6,1.7,0.2,1.6,,0.9,0.1,0.1,0.9,0.1,1,29,9.6,1.1,,,1.6,0.1,,15.7,0.1,0.5,1.6,12.4,,0.3,,,,,,,,,,,,,Permo-Triasico
57.9,0.8,17.6,7.59,,0.1,2.6,6.3,3.4,2,0.1,,0.7,,17.9,20.1,162.4,17.2,105.6,14.9,60.7,4.9,173.1,1.1,101.1,307,19.1,5.6,164.2,5,0.2,603.5,17.4,45.2,4.9,21.8,4.8,1.1,4.8,0.6,4.3,,2.4,0.3,0.3,2.1,0.5,1.2,22.4,9.4,1.8,,0.1,2.2,0.2,,19.3,0.2,0.4,1.3,17.7,,0.4,,,,,,,,,,,,,Permo-Triasico
71.7,0.3,13.4,2.16,,0.1,0.7,0.5,5.1,4.4,0.1,,0.7,,9.6,2,15,1.4,230.1,4.1,12,2.9,232.1,1.1,102.1,83.8,17.7,10.8,191.4,1.5,0.2,581,12.6,34.2,3.5,14.1,2.6,0.5,2.4,0.3,2.3,,1.3,0.2,0.1,1.2,0.4,1.3,18.5,9.3,2.4,,0.1,1.6,0.2,,15.1,0.6,0.8,3.4,16.2,,0.4,,,,,,,,,,,,,Permo-Triasico
74.2,0.3,13.3,1.7,,0.1,0.4,0.2,4.9,3.6,0,,0.8,,17,10.4,5,0.8,112,,13,4,91,2,162.42,36.8,43.64,16.5,33.4,2.3,,821.7,39.14,78.37,9.67,37.5,7.65,1.5,7.8,1.2,7.18,1.43,4.7,0.61,0.67,4.23,6.9,1.21,25,14.8,1.6,,,,,,,,,,20.26,,,,,,,,,,,,,,,Permo-Triasico
75.5,0.2,11.9,1.74,,0,0.2,0.5,3.7,4.9,,,,,12,,16,1.7,206,5,25,3,20,2,273.1,34.2,20.9,48,74.5,3.8,,175.5,15.5,46.8,3.8,17.3,2.9,0.2,2.6,0.5,3.2,0.8,2.1,0.4,0.4,2.4,4,1.2,13,18.5,4.8,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
72.8,0.2,12.9,2.14,,0,0.2,0.8,4.3,4.7,0.1,,,,13,9.6,17,2,180,7,11,4,21,3,225.8,85.6,28.4,34,48.6,8.1,,288.5,31.6,58.1,6.7,38.4,6.8,0.4,5.3,0.9,5.6,1.3,3.4,0.5,0.4,3,2,2.2,21,8.6,2,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
55.7,0.9,18.2,9.47,,0.1,1.9,1.1,2.7,3.7,0.2,,5.7,,34.4,18.1,167,16,70.1,12.9,12.9,1.4,85,2,131.8,140.1,27.9,11.5,180.1,4.4,0.1,870.2,39.3,53.8,6.3,27.1,6,1.7,6.5,0.8,5.9,,3.1,0.4,0.4,2.9,4.3,4.1,17.1,11.7,3,,,1.8,0.7,,30.7,,2.5,2.2,18.9,,2,,,,,,,,,,,,,Permo-Triasico
59.4,0.9,17.5,4.48,,0,3.1,3.3,4.2,2.7,0.2,,2.4,,136,23.2,95,12.9,73,13,29,,90,2,106.54,328.3,26.67,12.1,206.4,2.48,0.2,562.8,30.28,60.65,7.21,28.74,5.53,1.46,5.54,0.79,4.71,0.9,2.85,0.36,0.35,2.45,5.65,1.24,39,6.4,1.8,,,,,,,,,,21.43,,,,,,,,,,,,,,,Permo-Triasico
45.2,1.2,16.9,9.75,,0.1,9.6,3.6,4.8,0.1,0.2,,8.3,,456,37,145,39.6,187,81,40,,165,4,2.46,57.4,23.82,10.2,152.9,2.22,,88.5,12.02,24.05,3.15,14.44,3.78,1.22,4.3,0.72,4.16,0.88,2.53,0.38,0.37,2.42,2.84,0.76,11,2.3,0.7,,,,,,,,,,19.96,,,,,,,,,,,,,,,Permo-Triasico
49.2,2,15.4,9.2,,0.2,6.7,3.5,4.6,2.6,0.4,,,,167,35.4,204,34.4,143,50,15,2,286,1,75.7,503.3,23.3,19,145,5.1,,1069.3,18.9,44.9,6.2,28.4,5,1.5,5.2,0.8,4.8,1.1,2.7,0.4,0.2,1.9,4,,16,1.9,0.6,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
53.2,1.8,15.1,8.9,,0.2,6.5,2.2,6,0.8,0.4,,,,148,81.2,173,31.8,118,53,47,3,201,3,14.8,93.2,11.2,15,204.5,3.9,,166.8,12.1,32.4,4.4,19.3,3.6,1.1,4,0.7,4.1,0.9,2.3,0.3,0.1,1.1,7,,12,1.7,1.1,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
66.1,0.4,14.9,3.38,,0.1,0.3,1.1,3.4,5.6,0.1,,,,,,34,,8,,,,,,280,102,,14,278,,,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
72.3,0.2,12.7,,0.8,0,0.7,1.8,3.7,5.7,0.1,,,,,,13,,,,,,21,,235,206,,20,141,,,297,17.5,51.3,5.9,21,5.7,,4.8,,6.4,,3.3,,,3,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
64.3,0.8,15.9,0.64,5.1,0.1,1.3,2.4,3,4.5,0.1,,,,,,86,,,,64,,20,,246,211,,46,406,,,587,55.5,141.6,17.3,62.4,12.2,,10.9,,11.9,,6.4,,,2.5,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
48.5,2.3,17,1.32,9.4,0.2,5.3,9.3,2.9,2.1,0.4,,,,,,302,,,,30,,128,,68,446,,36,176,,,362,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
70.7,0.3,14.3,2.99,,0,0.2,1.1,3.1,6.2,0.1,,,,,,19,,3,,,,,,291,124,,20,259,,,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
76.3,0.2,12.7,,,0,0.6,0.8,6.3,0.4,0.1,,,,,,,,,,,,,,16,204,,16,99,,,93,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
76.2,0.2,12.7,2.1,,0,0.1,0.8,3.6,6,0,,,,,,10,,5,,,,,,254,144,,12,252,,,215,9.2,23.4,3.4,11.3,3.2,0.1,3.5,,3.8,,2.6,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
45.2,4,9.1,2,9.8,0.3,11.2,15,1.1,1.9,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
43.7,3.8,8.8,1.93,9.4,0.3,10.8,14.5,1.1,1.8,0.5,,,,,,319,,,152,133,,197,,35,671,18,44,173,,,208,125.3,283.9,38,148.8,29.8,5,25.3,,14.6,,4,,,2,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
46.3,3.3,16.5,2.65,9.9,0.2,6.4,9.8,2.6,1.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
44,3.2,15.7,2.52,9.4,0.2,6.1,9.4,2.4,1.4,0.6,,,,,,197,,,53,31,,353,,49,593,,37,173,,,393,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
71,0.4,14.2,0.43,2.3,0.1,1.2,1.8,3.2,4.3,0.1,,,,,,49,,23,,49,,71,,227,146,,17,146,,,462,18.7,45.1,5.1,19.3,3.7,0.1,3.7,,4.9,,2.9,,,2.1,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
76.9,0.1,13.1,,0.5,0,0.8,0.4,3,5.4,0.1,,,,,,,,8,,17,,21,,199,81,,7,41,,,352,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
73.6,0.3,13.3,1.94,,0,0.5,1.5,3.4,4.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Permo-Triasico
